Transcript,Gene
TRINITY_DN330_c3_g1_i10,PAR11
TRINITY_DN3301_c1_g1_i1,TRAM1
TRINITY_DN33010_c0_g1_i1,TRI18
TRINITY_DN33036_c0_g1_i6,GOGA4
TRINITY_DN33059_c0_g1_i1,PERO
TRINITY_DN33073_c0_g1_i6,CA2D3
TRINITY_DN3308_c0_g1_i1,PHF13
TRINITY_DN3308_c0_g1_i6,PHF13
TRINITY_DN33091_c0_g1_i1,CO6A3
TRINITY_DN33095_c0_g1_i1,TOE1
TRINITY_DN331_c0_g1_i5,AP1M1
TRINITY_DN33101_c0_g1_i2,TT39C
TRINITY_DN33102_c0_g1_i1,KCD21
TRINITY_DN3311_c0_g1_i1,SCYL2
TRINITY_DN3311_c0_g1_i9,SCYL2
TRINITY_DN33111_c0_g1_i1,TIM8
TRINITY_DN3312_c0_g1_i9,HDC
TRINITY_DN33143_c0_g1_i2,ZN507
TRINITY_DN33143_c0_g1_i6,ZN507
TRINITY_DN33143_c1_g1_i20,ADCK1
TRINITY_DN33145_c0_g1_i5,PUSL1
TRINITY_DN33164_c0_g1_i11,UB2G2
TRINITY_DN3319_c0_g1_i11,TEP1
TRINITY_DN3319_c0_g1_i15,TEP1
TRINITY_DN332_c1_g1_i1,AMO
TRINITY_DN332_c1_g1_i3,AMO
TRINITY_DN3320_c0_g1_i29,SP17
TRINITY_DN3320_c0_g1_i6,SP17
TRINITY_DN33201_c0_g1_i20,CS1A
TRINITY_DN33201_c0_g1_i23,CS1A
TRINITY_DN3321_c1_g1_i1,FCNV1
TRINITY_DN3321_c1_g1_i7,FCNV1
TRINITY_DN33212_c0_g1_i2,VDR
TRINITY_DN33216_c0_g1_i10,HR3
TRINITY_DN3322_c1_g1_i9,EMAL6
TRINITY_DN33230_c0_g1_i1,KMT5A
TRINITY_DN33230_c0_g1_i2,KMT5A
TRINITY_DN33243_c0_g1_i3,CCN2
TRINITY_DN3326_c0_g1_i1,B2CL1
TRINITY_DN3326_c1_g1_i13,LORF2
TRINITY_DN3326_c1_g1_i3,LIN1
TRINITY_DN3326_c1_g2_i1,CO6A5
TRINITY_DN3326_c3_g1_i1,TSN18
TRINITY_DN3327_c1_g1_i15,CARL1
TRINITY_DN3327_c1_g1_i5,CARL1
TRINITY_DN3327_c1_g1_i7,CARL1
TRINITY_DN3327_c13_g1_i9,S40A1
TRINITY_DN3327_c16_g1_i1,PWP2A
TRINITY_DN3327_c2_g2_i2,YRDC
TRINITY_DN3327_c2_g2_i4,YRDC
TRINITY_DN3327_c3_g1_i3,KDM3A
TRINITY_DN33270_c0_g1_i13,GTR1
TRINITY_DN33270_c0_g1_i17,GTR1
TRINITY_DN33273_c0_g1_i10,DHR12
TRINITY_DN33274_c0_g1_i1,RWDD3
TRINITY_DN3328_c1_g1_i13,ZC21A
TRINITY_DN3328_c1_g1_i15,ZC21A
TRINITY_DN33283_c0_g1_i1,PKN2
TRINITY_DN33283_c0_g1_i5,MPK4
TRINITY_DN33284_c0_g1_i1,TXND9
TRINITY_DN3329_c0_g1_i10,MOT12
TRINITY_DN3329_c0_g1_i22,MOT12
TRINITY_DN3329_c0_g1_i26,MOT12
TRINITY_DN3329_c0_g1_i28,MOT12
TRINITY_DN3329_c0_g1_i32,MOT12
TRINITY_DN3329_c0_g1_i7,MOT12
TRINITY_DN33291_c0_g1_i4,POL4
TRINITY_DN33294_c0_g1_i9,ERLN2
TRINITY_DN33297_c0_g1_i1,CDC23
TRINITY_DN333_c0_g1_i1,PLCL
TRINITY_DN3330_c0_g1_i10,AP3S1
TRINITY_DN3330_c0_g1_i3,AP3S1
TRINITY_DN3330_c0_g1_i4,AP3S1
TRINITY_DN33304_c0_g1_i3,POL3
TRINITY_DN33304_c0_g1_i8,POL5
TRINITY_DN33308_c0_g1_i2,L2HDH
TRINITY_DN33308_c0_g1_i7,L2HDH
TRINITY_DN33309_c0_g1_i6,RGM1
TRINITY_DN33311_c0_g1_i12,ST1B1
TRINITY_DN33311_c0_g1_i17,ST1B1
TRINITY_DN33311_c0_g1_i20,ST1B1
TRINITY_DN33311_c0_g1_i24,ST1B1
TRINITY_DN33311_c0_g1_i26,ST1C4
TRINITY_DN33311_c0_g1_i5,RTXE
TRINITY_DN33315_c0_g1_i1,BIR7B
TRINITY_DN33320_c0_g1_i2,TREX2
TRINITY_DN33326_c0_g2_i1,APCD1
TRINITY_DN33330_c0_g1_i6,CRJ1A
TRINITY_DN33331_c1_g1_i1,ES16
TRINITY_DN33335_c0_g1_i15,C12A5
TRINITY_DN33342_c0_g1_i11,DMBT1
TRINITY_DN33342_c0_g1_i15,C163B
TRINITY_DN33345_c0_g2_i19,DOK7
TRINITY_DN33346_c0_g1_i1,XCT
TRINITY_DN33346_c0_g2_i12,TLR4
TRINITY_DN33346_c0_g2_i7,TLR4
TRINITY_DN33346_c0_g3_i1,TLR2
TRINITY_DN3335_c0_g1_i14,SKP1
TRINITY_DN3335_c0_g1_i4,SKP1
TRINITY_DN33355_c0_g1_i6,PUR9
TRINITY_DN3336_c0_g1_i5,RPGR
TRINITY_DN3336_c0_g2_i4,PRP4B
TRINITY_DN33367_c0_g1_i12,PARP1
TRINITY_DN33367_c0_g1_i13,PARP1
TRINITY_DN33371_c0_g1_i10,DIOXL
TRINITY_DN33371_c0_g1_i2,DIOXL
TRINITY_DN33371_c0_g1_i7,DIOXL
TRINITY_DN33374_c0_g1_i14,CHAC2
TRINITY_DN33374_c0_g1_i15,CHAC2
TRINITY_DN33374_c0_g1_i18,CHAC2
TRINITY_DN33374_c0_g1_i19,CHAC2
TRINITY_DN33374_c0_g1_i29,CHAC2
TRINITY_DN33375_c0_g1_i12,U2AFL
TRINITY_DN33375_c0_g1_i15,U2AFL
TRINITY_DN33375_c0_g1_i4,U2AFL
TRINITY_DN33375_c0_g1_i7,U2AFL
TRINITY_DN33383_c0_g2_i4,LAT3
TRINITY_DN3339_c0_g1_i8,VAMP7
TRINITY_DN334_c0_g1_i2,LOXH1
TRINITY_DN33407_c0_g1_i6,HIL
TRINITY_DN33419_c0_g1_i1,PGLT1
TRINITY_DN3342_c0_g1_i3,MA2A2
TRINITY_DN33432_c0_g2_i1,RTXE
TRINITY_DN33432_c0_g2_i3,RTXE
TRINITY_DN3344_c0_g1_i1,STING
TRINITY_DN33458_c0_g1_i2,TP4AP
TRINITY_DN3346_c0_g1_i2,NUP98
TRINITY_DN3346_c0_g1_i5,NUP98
TRINITY_DN3346_c0_g1_i9,NUP98
TRINITY_DN3347_c2_g1_i4,DGKB
TRINITY_DN33476_c0_g1_i5,BPHL
TRINITY_DN3348_c1_g1_i4,CERT
TRINITY_DN33481_c0_g1_i2,RDM1
TRINITY_DN33482_c0_g1_i10,MOCS1
TRINITY_DN33482_c0_g1_i4,MOAC
TRINITY_DN33482_c0_g1_i8,MOCS1
TRINITY_DN3353_c0_g1_i4,ADHX
TRINITY_DN3353_c0_g1_i7,ADHX
TRINITY_DN3355_c0_g1_i5,PAF15
TRINITY_DN3357_c0_g1_i14,U488
TRINITY_DN33588_c0_g1_i4,TNG2
TRINITY_DN33588_c0_g1_i9,TNG2
TRINITY_DN33618_c0_g1_i2,TBB5
TRINITY_DN33627_c2_g1_i10,POL
TRINITY_DN33630_c0_g1_i6,BRCA2
TRINITY_DN3365_c1_g1_i11,PON1
TRINITY_DN3366_c0_g1_i13,SAFB1
TRINITY_DN3366_c0_g1_i3,SAFB1
TRINITY_DN3366_c0_g1_i4,SAFB1
TRINITY_DN3366_c0_g2_i7,LMO7
TRINITY_DN3367_c1_g1_i1,DHGL
TRINITY_DN33673_c0_g1_i5,SC6A5
TRINITY_DN3368_c0_g1_i8,C1QL2
TRINITY_DN3369_c0_g1_i2,SAST
TRINITY_DN3369_c0_g1_i4,SAST
TRINITY_DN33693_c0_g1_i3,OGG1
TRINITY_DN33705_c0_g1_i8,RABP2
TRINITY_DN3371_c0_g1_i25,CSK
TRINITY_DN33758_c0_g1_i13,YTX2
TRINITY_DN33758_c0_g1_i6,LIN1
TRINITY_DN3376_c0_g1_i10,R3HD4
TRINITY_DN3376_c0_g1_i11,R3HD4
TRINITY_DN3377_c0_g1_i1,TITIN
TRINITY_DN3377_c1_g1_i11,POL4
TRINITY_DN3377_c1_g1_i15,POL3
TRINITY_DN3377_c1_g1_i4,POL3
TRINITY_DN33790_c0_g1_i6,MET18
TRINITY_DN33794_c0_g1_i8,POMT1
TRINITY_DN3380_c0_g1_i9,ALDR
TRINITY_DN3382_c0_g1_i1,ST1B1
TRINITY_DN3382_c0_g1_i2,ST3A1
TRINITY_DN3382_c0_g1_i5,ST1B1
TRINITY_DN33820_c0_g1_i1,ST1B1
TRINITY_DN33820_c0_g1_i14,ST1B1
TRINITY_DN33824_c0_g1_i4,T3HPD
TRINITY_DN33824_c0_g1_i7,T3HPD
TRINITY_DN33830_c0_g1_i11,AAAD
TRINITY_DN33830_c0_g1_i4,AAAD
TRINITY_DN3384_c2_g1_i1,CP17A
TRINITY_DN3384_c2_g1_i15,CP17A
TRINITY_DN3384_c2_g1_i9,CP17A
TRINITY_DN33844_c0_g1_i3,DHB8
TRINITY_DN33844_c0_g1_i9,DHB8
TRINITY_DN33849_c1_g1_i3,LORF2
TRINITY_DN3385_c0_g1_i2,CO6A5
TRINITY_DN3386_c0_g1_i14,PCDH9
TRINITY_DN3389_c6_g1_i17,RTBS
TRINITY_DN3389_c6_g1_i8,RTBS
TRINITY_DN339_c0_g1_i20,PICAL
TRINITY_DN339_c0_g1_i23,PICAL
TRINITY_DN339_c0_g1_i24,PICAL
TRINITY_DN3392_c0_g2_i1,COG2
TRINITY_DN3392_c3_g1_i1,MY18A
TRINITY_DN3392_c6_g1_i6,PEF1
TRINITY_DN33930_c0_g1_i12,UPL1
TRINITY_DN33930_c0_g1_i18,UPL2
TRINITY_DN33930_c0_g1_i22,UPL2
TRINITY_DN33936_c0_g1_i11,UBP1
TRINITY_DN33959_c0_g1_i1,TIGD4
TRINITY_DN33960_c1_g1_i16,POLR
TRINITY_DN33962_c0_g1_i1,TBB4B
TRINITY_DN33963_c0_g1_i13,DRAM2
TRINITY_DN33963_c0_g1_i3,DRAM2
TRINITY_DN3397_c0_g1_i31,ODFP2
TRINITY_DN33983_c0_g2_i2,VNN1
TRINITY_DN34_c2_g1_i5,BFAR
TRINITY_DN3400_c0_g1_i4,ANKS3
TRINITY_DN3401_c1_g1_i11,CRIP1
TRINITY_DN3402_c0_g1_i19,HERC2
TRINITY_DN3402_c0_g1_i23,HERC2
TRINITY_DN34026_c0_g1_i5,OXA1L
TRINITY_DN3403_c0_g1_i14,CCDC9
TRINITY_DN3403_c0_g1_i5,CCDC9
TRINITY_DN3404_c0_g1_i13,PYRD1
TRINITY_DN3404_c0_g1_i16,PYRD1
TRINITY_DN3404_c0_g1_i24,PYRD1
TRINITY_DN3404_c0_g1_i5,PYRD1
TRINITY_DN34056_c0_g1_i1,HETM
TRINITY_DN34066_c0_g1_i2,XXLT1
TRINITY_DN34066_c0_g1_i4,XXLT1
TRINITY_DN3407_c0_g1_i1,MTRAB
TRINITY_DN3407_c0_g1_i11,MTRAB
TRINITY_DN341_c0_g1_i3,GCP60
TRINITY_DN3411_c1_g1_i6,ZNFX1
TRINITY_DN3411_c1_g1_i9,ZNFX1
TRINITY_DN34110_c0_g1_i18,SPRE2
TRINITY_DN34110_c0_g1_i26,SPRE2
TRINITY_DN34110_c0_g1_i5,SPRE2
TRINITY_DN3412_c0_g1_i3,USP9X
TRINITY_DN34126_c0_g1_i4,ACHA
TRINITY_DN34127_c0_g1_i2,SUIS
TRINITY_DN34127_c0_g1_i5,SUIS
TRINITY_DN3413_c0_g1_i2,YNS9
TRINITY_DN34133_c0_g1_i2,DYL5B
TRINITY_DN34156_c0_g1_i1,PK1L
TRINITY_DN34156_c0_g1_i6,PK1L
TRINITY_DN34159_c2_g1_i3,RLA2
TRINITY_DN34164_c0_g1_i4,LAS1L
TRINITY_DN34173_c0_g1_i3,ALKB4
TRINITY_DN34182_c0_g1_i15,MDC1
TRINITY_DN34182_c0_g1_i18,MDC1
TRINITY_DN34182_c0_g1_i2,MDC1
TRINITY_DN34185_c0_g1_i4,IPK
TRINITY_DN34185_c0_g1_i8,IPK
TRINITY_DN34186_c0_g1_i39,CELR3
TRINITY_DN34191_c0_g1_i1,TRI33
TRINITY_DN34192_c0_g2_i1,TMPS5
TRINITY_DN342_c0_g1_i4,CUL1
TRINITY_DN342_c0_g1_i9,CUL1
TRINITY_DN342_c15_g1_i13,LRMDA
TRINITY_DN342_c15_g1_i16,LRMDA
TRINITY_DN342_c15_g1_i8,LRMDA
TRINITY_DN3420_c0_g1_i12,PMS2
TRINITY_DN3420_c0_g1_i18,PMS2
TRINITY_DN3420_c0_g1_i5,PMS2
TRINITY_DN3420_c3_g1_i3,ATG12
TRINITY_DN34200_c2_g1_i2,PSG4
TRINITY_DN34202_c0_g1_i1,FANCA
TRINITY_DN34202_c0_g1_i9,FANCA
TRINITY_DN34209_c0_g1_i1,SAM9L
TRINITY_DN3421_c0_g1_i10,CAC1A
TRINITY_DN3421_c0_g1_i13,CAC1A
TRINITY_DN3421_c0_g1_i3,CAC1A
TRINITY_DN3421_c0_g1_i5,CAC1A
TRINITY_DN34212_c0_g1_i2,LIX1L
TRINITY_DN34212_c0_g1_i9,LIX1L
TRINITY_DN3422_c0_g1_i13,STABP
TRINITY_DN3422_c0_g1_i9,STABP
TRINITY_DN3422_c1_g1_i1,KCNAW
TRINITY_DN3422_c10_g2_i6,DPOL
TRINITY_DN34230_c0_g1_i10,IQAK1
TRINITY_DN34231_c0_g1_i2,ENPP4
TRINITY_DN3424_c0_g1_i10,BIRC2
TRINITY_DN3424_c0_g1_i16,BIRC2
TRINITY_DN3424_c0_g1_i6,BIRC2
TRINITY_DN34244_c0_g1_i14,MRP4
TRINITY_DN34244_c0_g1_i3,MRP4
TRINITY_DN34244_c0_g1_i7,MRP4
TRINITY_DN3425_c0_g1_i2,RAB32
TRINITY_DN3425_c0_g1_i3,RAB32
TRINITY_DN34251_c0_g1_i10,TCB2
TRINITY_DN34251_c0_g1_i18,TCB2
TRINITY_DN34265_c0_g1_i2,NADA
TRINITY_DN34265_c0_g1_i3,NADA
TRINITY_DN34265_c0_g1_i5,NADA
TRINITY_DN3427_c0_g1_i1,GOGA5
TRINITY_DN3427_c0_g1_i21,GOGA5
TRINITY_DN3427_c0_g1_i26,GOGA5
TRINITY_DN3427_c0_g1_i4,GOGA5
TRINITY_DN34270_c0_g1_i5,PDRG1
TRINITY_DN34272_c0_g1_i1,EMIL2
TRINITY_DN3428_c0_g1_i1,ST1A2
TRINITY_DN3428_c0_g1_i21,ST1A2
TRINITY_DN3429_c0_g1_i6,PAK1
TRINITY_DN34291_c0_g1_i9,TIGD4
TRINITY_DN34301_c1_g1_i10,PITC1
TRINITY_DN3432_c1_g1_i3,TM232
TRINITY_DN34331_c0_g1_i1,SACS
TRINITY_DN3434_c0_g1_i11,SPT13
TRINITY_DN3434_c0_g1_i15,SPT13
TRINITY_DN3434_c0_g1_i16,SPT13
TRINITY_DN3434_c0_g1_i24,SPT13
TRINITY_DN34349_c0_g1_i10,ZDH17
TRINITY_DN34349_c0_g1_i13,ZDH22
TRINITY_DN34349_c0_g1_i16,ZDH22
TRINITY_DN34349_c0_g1_i2,AKR1
TRINITY_DN3435_c0_g1_i5,LIN1
TRINITY_DN34371_c0_g1_i2,POL5
TRINITY_DN34385_c0_g1_i2,127L
TRINITY_DN3439_c1_g1_i14,ODO2
TRINITY_DN3439_c1_g1_i4,ODO2
TRINITY_DN3439_c1_g1_i6,ODO2
TRINITY_DN34394_c0_g1_i1,ASPG1
TRINITY_DN34396_c0_g1_i2,SSPO
TRINITY_DN344_c0_g1_i10,RTCA
TRINITY_DN344_c0_g1_i2,RTCA
TRINITY_DN3440_c0_g1_i22,NELL1
TRINITY_DN3440_c0_g1_i27,NELL1
TRINITY_DN34408_c1_g2_i12,DMBT1
TRINITY_DN34408_c1_g2_i8,HMCN1
TRINITY_DN34409_c0_g1_i1,MED7
TRINITY_DN3441_c1_g1_i7,BGLR
TRINITY_DN3441_c3_g1_i3,TRPC6
TRINITY_DN34418_c0_g1_i11,KIF11
TRINITY_DN3442_c6_g1_i2,NOGG3
TRINITY_DN3446_c0_g1_i5,PLPL9
TRINITY_DN34461_c1_g1_i9,CEP44
TRINITY_DN34469_c0_g1_i12,POL2
TRINITY_DN34469_c1_g1_i6,IMDH3
TRINITY_DN345_c0_g1_i1,HNRL1
TRINITY_DN345_c0_g1_i14,HNRL1
TRINITY_DN345_c0_g1_i9,HNRL1
TRINITY_DN3450_c0_g1_i12,TF212
TRINITY_DN34500_c0_g1_i10,S27A4
TRINITY_DN3451_c0_g1_i1,SSUH2
TRINITY_DN3451_c1_g3_i1,MIRO1
TRINITY_DN3452_c1_g1_i11,CR3L2
TRINITY_DN3452_c1_g1_i8,CR3L2
TRINITY_DN3452_c1_g1_i9,CR3L2
TRINITY_DN34567_c0_g1_i5,MCM3Z
TRINITY_DN34567_c0_g1_i9,MCM3Z
TRINITY_DN3457_c1_g1_i3,FAHD1
TRINITY_DN34572_c0_g1_i1,MY9AA
TRINITY_DN34579_c0_g1_i4,PDIA1
TRINITY_DN3458_c0_g1_i7,ZNFX1
TRINITY_DN346_c0_g1_i1,ACHA9
TRINITY_DN346_c0_g1_i5,ACHB2
TRINITY_DN346_c0_g1_i7,HMCN2
TRINITY_DN346_c1_g1_i2,TITIN
TRINITY_DN346_c1_g1_i5,TITIN
TRINITY_DN346_c4_g1_i2,DSCL1
TRINITY_DN346_c5_g1_i2,ACH92
TRINITY_DN346_c7_g1_i1,PATS1
TRINITY_DN3460_c0_g1_i1,S17A5
TRINITY_DN3460_c0_g1_i14,S17A5
TRINITY_DN34612_c0_g1_i10,PO21
TRINITY_DN3462_c0_g1_i2,AKA14
TRINITY_DN34646_c0_g1_i4,RTXE
TRINITY_DN34646_c0_g2_i1,RTBS
TRINITY_DN34646_c0_g2_i2,RTBS
TRINITY_DN3466_c0_g1_i2,MET16
TRINITY_DN3466_c0_g1_i7,MET16
TRINITY_DN3467_c0_g1_i5,FRIS
TRINITY_DN3467_c0_g1_i6,FRIS
TRINITY_DN3467_c0_g1_i7,FRIS
TRINITY_DN3467_c1_g1_i2,TOLL8
TRINITY_DN34682_c0_g1_i2,PLC
TRINITY_DN34686_c0_g1_i1,TRI56
TRINITY_DN34686_c0_g1_i18,TRI56
TRINITY_DN34692_c0_g1_i2,TDG
TRINITY_DN34692_c0_g1_i3,TDG
TRINITY_DN34692_c0_g1_i9,TDG
TRINITY_DN3470_c0_g1_i1,ST1B1
TRINITY_DN34703_c0_g1_i3,CD2AP
TRINITY_DN34704_c0_g1_i17,MRP1
TRINITY_DN34704_c0_g1_i18,MRP1
TRINITY_DN34704_c0_g1_i2,MRP1
TRINITY_DN3471_c1_g2_i1,CPSF2
TRINITY_DN34711_c0_g1_i1,SUPT3
TRINITY_DN34711_c0_g1_i12,SUPT3
TRINITY_DN34712_c0_g1_i2,DMBT1
TRINITY_DN34712_c0_g1_i5,SRCR1
TRINITY_DN34722_c0_g1_i2,127L
TRINITY_DN34731_c0_g1_i10,ELOA1
TRINITY_DN34731_c0_g2_i9,ELOA1
TRINITY_DN34743_c0_g1_i1,EGAL1
TRINITY_DN34766_c0_g1_i14,Y1187
TRINITY_DN34766_c0_g1_i5,Y1187
TRINITY_DN34766_c0_g1_i9,Y1187
TRINITY_DN3477_c0_g1_i1,SPG21
TRINITY_DN3477_c0_g1_i11,SPG21
TRINITY_DN34776_c0_g1_i1,HUS1
TRINITY_DN34776_c0_g1_i2,HUS1
TRINITY_DN34779_c0_g1_i2,PPR27
TRINITY_DN3479_c0_g1_i2,XKR7
TRINITY_DN348_c0_g1_i5,GCC2
TRINITY_DN348_c1_g1_i3,KATL2
TRINITY_DN348_c1_g1_i4,KATL2
TRINITY_DN348_c2_g1_i9,RNF34
TRINITY_DN348_c3_g1_i10,LAMB1
TRINITY_DN34814_c0_g1_i10,ARGI
TRINITY_DN34814_c0_g1_i12,ARGI
TRINITY_DN34814_c0_g1_i16,ARGI
TRINITY_DN34814_c0_g1_i17,ARGI
TRINITY_DN34814_c0_g1_i7,ARGI
TRINITY_DN3482_c0_g1_i4,UBP36
TRINITY_DN34829_c0_g1_i7,UBE2O
TRINITY_DN3483_c0_g1_i1,S2540
TRINITY_DN3483_c0_g1_i3,S2540
TRINITY_DN3483_c0_g1_i6,S2540
TRINITY_DN3485_c0_g1_i13,CHKB
TRINITY_DN3485_c0_g1_i14,CHKB
TRINITY_DN3485_c0_g1_i8,CHKB
TRINITY_DN34868_c0_g2_i8,ETV1
TRINITY_DN34880_c0_g1_i7,OGRL1
TRINITY_DN3489_c0_g1_i9,CNDP2
TRINITY_DN3489_c1_g1_i10,VCIP1
TRINITY_DN349_c3_g1_i6,AHSA1
TRINITY_DN34901_c0_g2_i1,GIMA9
TRINITY_DN34914_c0_g1_i9,PGBD4
TRINITY_DN34931_c0_g1_i19,AMACR
TRINITY_DN3496_c0_g1_i14,GCC1
TRINITY_DN34993_c0_g1_i13,HPS1
TRINITY_DN35001_c0_g1_i1,MTR
TRINITY_DN35010_c0_g1_i10,ELOV5
TRINITY_DN35011_c0_g1_i5,KCNH8
TRINITY_DN3502_c0_g1_i4,MY88A
TRINITY_DN3502_c0_g1_i6,MYD88
TRINITY_DN3502_c0_g1_i8,MYD88
TRINITY_DN3502_c0_g1_i9,MY88A
TRINITY_DN35038_c0_g1_i5,ODPX
TRINITY_DN3504_c1_g1_i7,DET2
TRINITY_DN3505_c0_g1_i6,GIMA6
TRINITY_DN3505_c0_g1_i7,GIMA6
TRINITY_DN3508_c0_g1_i2,PCDH9
TRINITY_DN3510_c2_g1_i1,GPDA
TRINITY_DN3511_c0_g2_i17,HERP2
TRINITY_DN3512_c0_g1_i4,SH2B1
TRINITY_DN3512_c0_g3_i2,SYVN1
TRINITY_DN35126_c0_g1_i2,HES4A
TRINITY_DN35126_c0_g1_i3,HES1
TRINITY_DN35140_c0_g1_i1,NAC1
TRINITY_DN35140_c0_g1_i11,NAC1
TRINITY_DN35140_c0_g1_i7,NAC1
TRINITY_DN3515_c0_g1_i11,DUSTY
TRINITY_DN3515_c0_g1_i6,DUSTY
TRINITY_DN3515_c0_g1_i8,DUSTY
TRINITY_DN35150_c0_g2_i14,KIF22
TRINITY_DN35150_c0_g2_i2,KIF22
TRINITY_DN35150_c0_g2_i7,KIF22
TRINITY_DN35154_c0_g1_i1,SELO
TRINITY_DN3517_c0_g1_i8,PKD1
TRINITY_DN3519_c0_g1_i1,AVIL
TRINITY_DN3519_c0_g1_i2,AVIL
TRINITY_DN3519_c0_g1_i4,AVIL
TRINITY_DN3519_c0_g1_i5,GELS
TRINITY_DN3519_c0_g1_i7,AVIL
TRINITY_DN35195_c0_g2_i3,CRYD
TRINITY_DN35195_c0_g2_i4,CRYD
TRINITY_DN35195_c0_g2_i6,CRYD
TRINITY_DN35197_c0_g1_i1,PTH1R
TRINITY_DN35197_c0_g1_i13,PTH1R
TRINITY_DN35197_c0_g1_i7,PTH1R
TRINITY_DN35202_c0_g1_i7,LIN41
TRINITY_DN3521_c0_g1_i1,ZN367
TRINITY_DN3521_c0_g1_i9,ZN367
TRINITY_DN35220_c0_g1_i13,DUS14
TRINITY_DN35220_c0_g1_i3,DUS14
TRINITY_DN3524_c0_g1_i3,THOC4
TRINITY_DN35241_c0_g1_i1,PHB
TRINITY_DN35241_c0_g1_i2,PHB
TRINITY_DN3525_c0_g1_i4,HS12B
TRINITY_DN3525_c0_g1_i8,HS12B
TRINITY_DN35256_c0_g1_i1,RT05
TRINITY_DN35256_c0_g1_i10,RT05
TRINITY_DN35256_c0_g1_i12,RT05
TRINITY_DN35256_c0_g1_i4,RT05
TRINITY_DN35256_c0_g1_i5,RT05
TRINITY_DN35256_c0_g1_i9,RT05
TRINITY_DN3526_c0_g1_i12,SC5AC
TRINITY_DN3526_c0_g1_i7,SC5A6
TRINITY_DN35263_c0_g1_i7,FBXL4
TRINITY_DN35265_c0_g1_i12,CBS
TRINITY_DN35268_c0_g1_i2,KZ
TRINITY_DN3528_c3_g1_i13,CLU
TRINITY_DN3529_c0_g1_i2,FUTA
TRINITY_DN3529_c0_g1_i49,FUTA
TRINITY_DN353_c0_g1_i10,IF4G1
TRINITY_DN353_c0_g1_i13,IF4G3
TRINITY_DN353_c0_g1_i14,IF4G3
TRINITY_DN353_c0_g1_i15,IF4G1
TRINITY_DN353_c0_g1_i6,IF4G3
TRINITY_DN353_c0_g1_i8,IF4G1
TRINITY_DN353_c1_g1_i4,IF4G3
TRINITY_DN353_c1_g1_i5,IF4G3
TRINITY_DN353_c2_g1_i1,RPA12
TRINITY_DN353_c2_g1_i3,RPA12
TRINITY_DN3532_c0_g1_i9,CH60
TRINITY_DN35326_c0_g1_i7,DPYD
TRINITY_DN35328_c0_g1_i15,KISSR
TRINITY_DN35329_c0_g1_i8,RTBS
TRINITY_DN3533_c0_g1_i11,ADRA2
TRINITY_DN35331_c0_g1_i5,TF212
TRINITY_DN35332_c0_g1_i20,HUTH
TRINITY_DN35332_c0_g1_i21,HUTH
TRINITY_DN35336_c0_g1_i3,THUM1
TRINITY_DN35336_c0_g1_i4,THUM1
TRINITY_DN35337_c0_g1_i4,AGT2
TRINITY_DN3534_c0_g1_i1,PO21
TRINITY_DN3534_c0_g1_i5,PO23
TRINITY_DN3534_c1_g1_i5,PIAP
TRINITY_DN35364_c1_g1_i2,CDV3
TRINITY_DN3537_c0_g1_i8,F193A
TRINITY_DN3537_c0_g2_i5,RBM28
TRINITY_DN35371_c0_g1_i1,BDHA
TRINITY_DN35372_c0_g1_i1,CMFB
TRINITY_DN35372_c0_g1_i3,CMFB
TRINITY_DN35376_c0_g4_i1,YTX2
TRINITY_DN3538_c0_g1_i3,WDR35
TRINITY_DN35385_c1_g1_i1,Y7407
TRINITY_DN35386_c1_g1_i4,MTL26
TRINITY_DN3540_c0_g1_i14,FUCO
TRINITY_DN35402_c0_g1_i15,TNKS
TRINITY_DN35402_c0_g1_i26,TNKS
TRINITY_DN35405_c0_g2_i2,VINC
TRINITY_DN35405_c0_g2_i3,VINC
TRINITY_DN35406_c0_g1_i4,CDAN1
TRINITY_DN35407_c0_g1_i14,S28A3
TRINITY_DN3541_c0_g1_i17,RANG
TRINITY_DN3541_c0_g1_i8,RANG
TRINITY_DN35413_c1_g2_i1,FUCO2
TRINITY_DN35414_c0_g1_i12,PROF4
TRINITY_DN35414_c0_g1_i2,PROF4
TRINITY_DN35414_c0_g1_i3,PROF4
TRINITY_DN35414_c0_g1_i8,PROF4
TRINITY_DN3543_c0_g1_i2,Y1279
TRINITY_DN35432_c0_g1_i1,GIMA7
TRINITY_DN35437_c0_g1_i1,PCID2
TRINITY_DN3544_c1_g1_i22,HS12A
TRINITY_DN35440_c0_g1_i2,NUD17
TRINITY_DN35440_c0_g1_i3,NUD17
TRINITY_DN35440_c0_g1_i4,NUD17
TRINITY_DN35441_c0_g1_i17,CP2J4
TRINITY_DN35441_c0_g1_i23,CP2DK
TRINITY_DN35441_c0_g1_i33,CP2J4
TRINITY_DN35455_c0_g1_i11,KITM
TRINITY_DN35455_c0_g1_i17,KITM
TRINITY_DN3546_c0_g1_i1,RTXE
TRINITY_DN3546_c0_g1_i7,RTXE
TRINITY_DN35460_c0_g1_i3,CLPB
TRINITY_DN35468_c0_g1_i12,SNTB2
TRINITY_DN35468_c0_g1_i8,SNTB2
TRINITY_DN35471_c0_g1_i14,BMAL1
TRINITY_DN35471_c0_g1_i22,BMAL1
TRINITY_DN35472_c0_g1_i2,KCNQ1
TRINITY_DN35473_c0_g1_i1,PE2R4
